Date,High,Low,Open,Close,Volume,Adj Close,Symbol
2020-03-02,291.7099914550781,274.2900085449219,279.5400085449219,289.2699890136719,11012300,289.2699890136719,BA
2020-03-03,297.44000244140625,278.0799865722656,292.0,280.6199951171875,7499300,280.6199951171875,BA
2020-03-04,285.9100036621094,277.010009765625,284.54998779296875,283.1199951171875,6986100,283.1199951171875,BA
2020-03-05,276.30999755859375,259.6499938964844,275.7900085449219,260.3699951171875,14669100,260.3699951171875,BA
2020-03-06,264.2900085449219,249.8000030517578,253.6999969482422,262.3299865722656,12861800,262.3299865722656,BA
2020-03-09,241.47999572753906,224.3699951171875,238.0,227.1699981689453,11585500,227.1699981689453,BA
2020-03-10,237.8300018310547,215.0,237.0,231.00999450683594,13059600,231.00999450683594,BA
2020-03-11,226.99000549316406,187.0,222.99000549316406,189.0800018310547,28503500,189.0800018310547,BA
2020-03-12,189.85000610351562,154.80999755859375,160.52999877929688,154.83999633789062,31734400,154.83999633789062,BA
2020-03-13,178.27999877929688,161.3800048828125,174.97000122070312,170.1999969482422,21168500,170.1999969482422,BA
2020-03-16,151.0,128.75999450683594,149.4199981689453,129.61000061035156,26844400,129.61000061035156,BA
2020-03-17,134.9600067138672,101.25,132.50999450683594,124.13999938964844,54492200,124.13999938964844,BA
2020-03-18,107.8499984741211,89.0,99.86000061035156,101.88999938964844,61943200,101.88999938964844,BA
2020-03-19,103.56999969482422,90.3499984741211,98.80000305175781,97.70999908447266,40210600,97.70999908447266,BA
2020-03-20,107.0,94.27999877929688,99.8499984741211,95.01000213623047,41370700,95.01000213623047,BA
2020-03-23,114.48999786376953,93.55999755859375,98.75,105.62000274658203,46140100,105.62000274658203,BA
2020-03-24,127.95999908447266,116.12999725341797,123.68000030517578,127.68000030517578,43683100,127.68000030517578,BA
2020-03-25,174.77000427246094,141.0,154.89999389648438,158.72999572753906,77826000,158.72999572753906,BA
2020-03-26,186.47999572753906,167.17999267578125,172.2899932861328,180.5500030517578,63267300,180.5500030517578,BA
2020-03-27,172.9199981689453,155.5399932861328,172.0,162.0,47880200,162.0,BA
2020-03-30,153.80999755859375,140.67999267578125,153.80999755859375,152.27999877929688,51052500,152.27999877929688,BA
2020-03-31,160.63999938964844,149.0,155.0,149.13999938964844,29954000,149.13999938964844,BA
2020-04-01,144.3800048828125,130.0,138.91000366210938,130.6999969482422,41899700,130.6999969482422,BA
2020-04-02,136.67999267578125,120.0199966430664,128.50999450683594,123.2699966430664,42372400,123.2699966430664,BA
2020-04-03,131.2899932861328,122.5,125.0,124.5199966430664,37347400,124.5199966430664,BA
2020-04-06,149.69000244140625,129.2100067138672,133.6999969482422,148.77000427246094,51085500,148.77000427246094,BA
2020-04-07,164.8000030517578,140.25999450683594,162.0,141.5800018310547,56699100,141.5800018310547,BA
2020-04-08,154.0,144.5500030517578,147.50999450683594,146.8699951171875,41351000,146.8699951171875,BA
2020-04-09,157.97999572753906,150.08999633789062,154.7100067138672,151.83999633789062,38049500,151.83999633789062,BA
2020-04-13,156.0,146.25999450683594,155.5,147.3300018310547,26034100,147.3300018310547,BA
2020-04-14,152.39999389648438,140.0,150.50999450683594,141.0,33970500,141.0,BA
2020-04-15,148.69000244140625,132.89999389648438,139.0,145.97999572753906,39297600,145.97999572753906,BA
2020-04-16,143.24000549316406,134.0,141.4600067138672,134.24000549316406,41364800,134.24000549316406,BA
2020-04-17,154.0,145.0,149.41000366210938,154.0,52389400,154.0,BA
2020-04-20,151.6300048828125,142.5,147.2100067138672,143.61000061035156,34983800,143.61000061035156,BA
2020-04-21,141.89999389648438,135.4499969482422,139.00999450683594,136.3300018310547,27043800,136.3300018310547,BA
2020-04-22,140.82000732421875,134.52000427246094,140.4199981689453,134.97000122070312,22842600,134.97000122070312,BA
2020-04-23,142.3800048828125,136.0500030517578,136.5,137.74000549316406,25936400,137.74000549316406,BA
2020-04-24,137.57000732421875,128.3300018310547,137.0,128.97999572753906,35947700,128.97999572753906,BA
2020-04-27,131.1999969482422,123.83000183105469,129.97000122070312,128.67999267578125,34563000,128.67999267578125,BA
2020-04-28,137.1999969482422,127.73999786376953,133.8800048828125,131.3000030517578,37806900,131.3000030517578,BA
2020-04-29,147.17999267578125,135.25,138.0800018310547,139.0,60454400,139.0,BA
2020-04-30,144.64999389648438,132.30999755859375,137.6699981689453,141.02000427246094,37876600,141.02000427246094,BA
