Date,High,Low,Open,Close,Volume,Adj Close,Symbol
2020-03-02,153.42999267578125,148.3699951171875,151.33999633789062,153.02000427246094,8026300,153.02000427246094,MMM
2020-03-03,154.0,144.44000244140625,152.44000244140625,145.24000549316406,8296500,145.24000549316406,MMM
2020-03-04,154.0,145.99000549316406,147.02000427246094,153.97999572753906,5773800,153.97999572753906,MMM
2020-03-05,154.35000610351562,149.5500030517578,150.8000030517578,151.41000366210938,5887000,151.41000366210938,MMM
2020-03-06,154.74000549316406,147.8699951171875,149.58999633789062,153.64999389648438,7155100,153.64999389648438,MMM
2020-03-09,149.4600067138672,143.5500030517578,146.58999633789062,144.05999755859375,8194400,144.05999755859375,MMM
2020-03-10,153.3800048828125,144.8800048828125,149.02000427246094,153.3000030517578,5651700,153.3000030517578,MMM
2020-03-11,149.72999572753906,146.47000122070312,149.72999572753906,147.24000549316406,4748200,147.24000549316406,MMM
2020-03-12,141.7100067138672,130.33999633789062,139.9600067138672,133.5800018310547,8215800,133.5800018310547,MMM
2020-03-13,141.69000244140625,131.0,141.00999450683594,141.67999267578125,6580300,141.67999267578125,MMM
2020-03-16,135.5,128.00999450683594,129.86000061035156,130.91000366210938,7440800,130.91000366210938,MMM
2020-03-17,136.77000427246094,129.61000061035156,131.94000244140625,134.44000244140625,6535400,134.44000244140625,MMM
2020-03-18,139.3699951171875,128.38999938964844,128.4600067138672,137.02000427246094,6860400,137.02000427246094,MMM
2020-03-19,140.17999267578125,132.92999267578125,137.7100067138672,137.50999450683594,6365700,137.50999450683594,MMM
2020-03-20,139.24000549316406,122.70999908447266,138.07000732421875,124.88999938964844,9589200,124.88999938964844,MMM
2020-03-23,128.39999389648438,114.04000091552734,128.16000366210938,117.87000274658203,7934300,117.87000274658203,MMM
2020-03-24,133.4499969482422,121.0,122.29000091552734,132.72000122070312,9311700,132.72000122070312,MMM
2020-03-25,134.69000244140625,126.80000305175781,133.14999389648438,131.5399932861328,7742500,131.5399932861328,MMM
2020-03-26,136.3800048828125,130.61000061035156,131.7899932861328,136.17999267578125,6717000,136.17999267578125,MMM
2020-03-27,137.07000732421875,130.91000366210938,132.8300018310547,133.24000549316406,4262300,133.24000549316406,MMM
2020-03-30,138.00999450683594,131.05999755859375,132.25,137.74000549316406,3869500,137.74000549316406,MMM
2020-03-31,139.44000244140625,135.67999267578125,135.69000244140625,136.50999450683594,3613700,136.50999450683594,MMM
2020-04-01,135.83999633789062,131.00999450683594,132.0,133.13999938964844,3777600,133.13999938964844,MMM
2020-04-02,138.2100067138672,132.10000610351562,132.36000061035156,137.91000366210938,3990300,137.91000366210938,MMM
2020-04-03,137.44000244140625,132.89999389648438,136.00999450683594,133.7899932861328,3588300,133.7899932861328,MMM
2020-04-06,141.25,136.89999389648438,137.86000061035156,140.6999969482422,5639700,140.6999969482422,MMM
2020-04-07,150.63999938964844,144.39999389648438,147.5,144.60000610351562,5496300,144.60000610351562,MMM
2020-04-08,149.72000122070312,143.91000366210938,145.72999572753906,148.99000549316406,3071100,148.99000549316406,MMM
2020-04-09,149.72999572753906,146.5399932861328,148.4600067138672,147.77999877929688,4784200,147.77999877929688,MMM
2020-04-13,148.5800018310547,145.3000030517578,147.5,146.39999389648438,2642300,146.39999389648438,MMM
2020-04-14,150.97999572753906,148.0500030517578,149.6199951171875,150.13999938964844,3318400,150.13999938964844,MMM
2020-04-15,148.5500030517578,144.89999389648438,148.19000244140625,145.16000366210938,3043900,145.16000366210938,MMM
2020-04-16,146.4499969482422,143.22999572753906,145.27000427246094,144.89999389648438,4170400,144.89999389648438,MMM
2020-04-17,148.5,144.8000030517578,147.44000244140625,146.4600067138672,5393100,146.4600067138672,MMM
2020-04-20,147.02000427246094,143.64999389648438,144.75,143.6699981689453,2893000,143.6699981689453,MMM
2020-04-21,142.77000427246094,140.5,142.25,141.6300048828125,2331100,141.6300048828125,MMM
2020-04-22,144.47999572753906,141.7100067138672,143.36000061035156,143.61000061035156,2750400,143.61000061035156,MMM
2020-04-23,147.5800018310547,143.8800048828125,144.5800018310547,144.3300018310547,2585300,144.3300018310547,MMM
2020-04-24,147.33999633789062,144.30999755859375,145.1699981689453,147.0,2247700,147.0,MMM
2020-04-27,154.49000549316406,147.88999938964844,148.0,153.64999389648438,4644900,153.64999389648438,MMM
2020-04-28,163.0800018310547,155.1999969482422,160.02999877929688,157.61000061035156,8294100,157.61000061035156,MMM
2020-04-29,160.22000122070312,155.1699981689453,158.5399932861328,156.25999450683594,3987100,156.25999450683594,MMM
2020-04-30,154.94000244140625,151.75,154.30999755859375,151.9199981689453,3667800,151.9199981689453,MMM
