Date,High,Low,Open,Close,Volume,Adj Close,Symbol
2020-03-02,96.68000030517578,92.20999908447266,94.0199966430664,96.58999633789062,15050800,96.58999633789062,CVX
2020-03-03,98.4800033569336,93.37000274658203,96.79000091552734,94.38999938964844,16525500,94.38999938964844,CVX
2020-03-04,99.0199966430664,95.66999816894531,96.37000274658203,98.52999877929688,14753000,98.52999877929688,CVX
2020-03-05,97.38999938964844,94.94000244140625,95.70999908447266,97.19000244140625,12814400,97.19000244140625,CVX
2020-03-06,96.05999755859375,93.41999816894531,93.91999816894531,95.31999969482422,16861900,95.31999969482422,CVX
2020-03-09,88.01000213623047,80.0,82.2300033569336,80.66999816894531,30595500,80.66999816894531,CVX
2020-03-10,86.30000305175781,81.04000091552734,86.23999786376953,84.9800033569336,22642900,84.9800033569336,CVX
2020-03-11,84.83999633789062,81.75,82.2300033569336,83.02999877929688,18412800,83.02999877929688,CVX
2020-03-12,78.12999725341797,72.86000061035156,77.2300033569336,76.26000213623047,25768200,76.26000213623047,CVX
2020-03-13,83.5,74.11000061035156,79.9800033569336,83.41999816894531,23497500,83.41999816894531,CVX
2020-03-16,78.48999786376953,69.69000244140625,72.56999969482422,69.69999694824219,17535300,69.69999694824219,CVX
2020-03-17,72.9800033569336,65.48999786376953,70.4000015258789,70.69000244140625,22684200,70.69000244140625,CVX
2020-03-18,66.2300033569336,54.56999969482422,66.20999908447266,55.04999923706055,24947300,55.04999923706055,CVX
2020-03-19,58.4900016784668,51.599998474121094,55.2599983215332,57.38999938964844,29871000,57.38999938964844,CVX
2020-03-20,60.650001525878906,56.36000061035156,59.529998779296875,59.38999938964844,26960400,59.38999938964844,CVX
2020-03-23,59.400001525878906,52.970001220703125,58.2599983215332,54.220001220703125,23764000,54.220001220703125,CVX
2020-03-24,67.6500015258789,60.31999969482422,61.47999954223633,66.55000305175781,29198800,66.55000305175781,CVX
2020-03-25,73.13999938964844,66.63999938964844,68.29000091552734,69.2699966430664,22560100,69.2699966430664,CVX
2020-03-26,77.0999984741211,67.88999938964844,70.30000305175781,76.37999725341797,24129100,76.37999725341797,CVX
2020-03-27,73.54000091552734,68.5,72.12000274658203,68.77999877929688,20411500,68.77999877929688,CVX
2020-03-30,72.93000030517578,67.0199966430664,68.01000213623047,71.94999694824219,18486800,71.94999694824219,CVX
2020-03-31,75.04000091552734,70.80999755859375,73.2699966430664,72.45999908447266,18514200,72.45999908447266,CVX
2020-04-01,72.29000091552734,67.61000061035156,69.51000213623047,68.55999755859375,14362000,68.55999755859375,CVX
2020-04-02,78.69999694824219,69.58000183105469,71.75,76.12000274658203,23220600,76.12000274658203,CVX
2020-04-03,78.98999786376953,73.02999877929688,78.0,75.11000061035156,14905400,75.11000061035156,CVX
2020-04-06,80.94999694824219,75.51000213623047,77.0,80.38999938964844,17334900,80.38999938964844,CVX
2020-04-07,85.69000244140625,80.8499984741211,84.26000213623047,80.91999816894531,16394800,80.91999816894531,CVX
2020-04-08,86.30000305175781,81.5199966430664,82.29000091552734,85.9800033569336,12284800,85.9800033569336,CVX
2020-04-09,89.91000366210938,81.5199966430664,88.73999786376953,84.30999755859375,17048500,84.30999755859375,CVX
2020-04-13,87.36000061035156,83.4000015258789,87.18000030517578,84.91000366210938,13854700,84.91000366210938,CVX
2020-04-14,87.08000183105469,84.33000183105469,85.45999908447266,84.61000061035156,14797600,84.61000061035156,CVX
2020-04-15,83.37999725341797,79.31999969482422,80.45999908447266,82.48999786376953,13982300,82.48999786376953,CVX
2020-04-16,82.19000244140625,78.80999755859375,81.30999755859375,79.98999786376953,12291900,79.98999786376953,CVX
2020-04-17,87.5,81.31999969482422,81.33000183105469,87.16999816894531,16130100,87.16999816894531,CVX
2020-04-20,87.0,82.08999633789062,82.66000366210938,83.56999969482422,15749000,83.56999969482422,CVX
2020-04-21,83.79000091552734,79.25,80.27999877929688,81.63999938964844,19620600,81.63999938964844,CVX
2020-04-22,85.25,82.97000122070312,84.94999694824219,84.44000244140625,10325100,84.44000244140625,CVX
2020-04-23,88.77999877929688,85.38999938964844,86.30000305175781,86.80000305175781,14226500,86.80000305175781,CVX
2020-04-24,88.79000091552734,85.7699966430664,88.4800033569336,87.01000213623047,9176600,87.01000213623047,CVX
2020-04-27,90.62000274658203,85.87000274658203,86.75,89.70999908447266,12037100,89.70999908447266,CVX
2020-04-28,90.95999908447266,88.83000183105469,89.55000305175781,89.91000366210938,10645200,89.91000366210938,CVX
2020-04-29,95.13999938964844,92.29000091552734,92.4800033569336,94.62000274658203,12342800,94.62000274658203,CVX
2020-04-30,95.73999786376953,90.58000183105469,93.72000122070312,92.0,12222000,92.0,CVX
