Date,High,Low,Open,Close,Volume,Adj Close,Symbol
2020-03-02,301.44000244140625,277.7200012207031,282.2799987792969,298.80999755859375,85349300,298.80999755859375,AAPL
2020-03-03,304.0,285.79998779296875,303.6700134277344,289.32000732421875,79868900,289.32000732421875,AAPL
2020-03-04,303.3999938964844,293.1300048828125,296.44000244140625,302.739990234375,54794600,302.739990234375,AAPL
2020-03-05,299.54998779296875,291.4100036621094,295.5199890136719,292.9200134277344,46893200,292.9200134277344,AAPL
2020-03-06,290.82000732421875,281.2300109863281,282.0,289.0299987792969,56544200,289.0299987792969,AAPL
2020-03-09,278.0899963378906,263.0,263.75,266.1700134277344,71686200,266.1700134277344,AAPL
2020-03-10,286.44000244140625,269.3699951171875,277.1400146484375,285.3399963378906,71322500,285.3399963378906,AAPL
2020-03-11,281.2200012207031,271.8599853515625,277.3900146484375,275.42999267578125,63899700,275.42999267578125,AAPL
2020-03-12,270.0,248.0,255.94000244140625,248.22999572753906,104618500,248.22999572753906,AAPL
2020-03-13,279.9200134277344,252.9499969482422,264.8900146484375,277.9700012207031,92683000,277.9700012207031,AAPL
2020-03-16,259.0799865722656,240.0,241.9499969482422,242.2100067138672,80605900,242.2100067138672,AAPL
2020-03-17,257.6099853515625,238.39999389648438,247.50999450683594,252.86000061035156,81014000,252.86000061035156,AAPL
2020-03-18,250.0,237.1199951171875,239.77000427246094,246.6699981689453,75058400,246.6699981689453,AAPL
2020-03-19,252.83999633789062,242.61000061035156,247.38999938964844,244.77999877929688,67964300,244.77999877929688,AAPL
2020-03-20,251.8300018310547,228.0,247.17999267578125,229.24000549316406,100423300,229.24000549316406,AAPL
2020-03-23,228.5,212.61000061035156,228.0800018310547,224.3699951171875,84188200,224.3699951171875,AAPL
2020-03-24,247.69000244140625,234.3000030517578,236.36000061035156,246.8800048828125,71882800,246.8800048828125,AAPL
2020-03-25,258.25,244.3000030517578,250.75,245.52000427246094,75900500,245.52000427246094,AAPL
2020-03-26,258.67999267578125,246.36000061035156,246.52000427246094,258.44000244140625,63021800,258.44000244140625,AAPL
2020-03-27,255.8699951171875,247.0500030517578,252.75,247.74000549316406,51054200,247.74000549316406,AAPL
2020-03-30,255.52000427246094,249.39999389648438,250.74000549316406,254.80999755859375,41994100,254.80999755859375,AAPL
2020-03-31,262.489990234375,252.0,255.60000610351562,254.2899932861328,49250500,254.2899932861328,AAPL
2020-04-01,248.72000122070312,239.1300048828125,246.5,240.91000366210938,44054600,240.91000366210938,AAPL
2020-04-02,245.14999389648438,236.89999389648438,240.33999633789062,244.92999267578125,41483500,244.92999267578125,AAPL
2020-04-03,245.6999969482422,238.97000122070312,242.8000030517578,241.41000366210938,32470000,241.41000366210938,AAPL
2020-04-06,263.1099853515625,249.3800048828125,250.89999389648438,262.4700012207031,50455100,262.4700012207031,AAPL
2020-04-07,271.70001220703125,259.0,270.79998779296875,259.42999267578125,50721800,259.42999267578125,AAPL
2020-04-08,267.3699951171875,261.2300109863281,262.739990234375,266.07000732421875,42223800,266.07000732421875,AAPL
2020-04-09,270.07000732421875,264.70001220703125,268.70001220703125,267.989990234375,40529100,267.989990234375,AAPL
2020-04-13,273.70001220703125,265.8299865722656,268.30999755859375,273.25,32755700,273.25,AAPL
2020-04-14,288.25,278.04998779296875,280.0,287.04998779296875,48748700,287.04998779296875,AAPL
2020-04-15,286.3299865722656,280.6300048828125,282.3999938964844,284.42999267578125,32788600,284.42999267578125,AAPL
2020-04-16,288.20001220703125,282.3500061035156,287.3800048828125,286.69000244140625,39281300,286.69000244140625,AAPL
2020-04-17,286.95001220703125,276.8599853515625,284.69000244140625,282.79998779296875,53812500,282.79998779296875,AAPL
2020-04-20,281.67999267578125,276.8500061035156,277.95001220703125,276.92999267578125,32503800,276.92999267578125,AAPL
2020-04-21,277.25,265.42999267578125,276.2799987792969,268.3699951171875,45247900,268.3699951171875,AAPL
2020-04-22,277.8999938964844,272.20001220703125,273.6099853515625,276.1000061035156,29264300,276.1000061035156,AAPL
2020-04-23,281.75,274.8699951171875,275.8699951171875,275.0299987792969,31203600,275.0299987792969,AAPL
2020-04-24,283.010009765625,277.0,277.20001220703125,282.9700012207031,31627200,282.9700012207031,AAPL
2020-04-27,284.5400085449219,279.95001220703125,281.79998779296875,283.1700134277344,29271900,283.1700134277344,AAPL
2020-04-28,285.8299865722656,278.20001220703125,285.0799865722656,278.5799865722656,28001200,278.5799865722656,AAPL
2020-04-29,289.6700134277344,283.8900146484375,284.7300109863281,287.7300109863281,34320200,287.7300109863281,AAPL
2020-04-30,294.5299987792969,288.3500061035156,289.9599914550781,293.79998779296875,45766000,293.79998779296875,AAPL
