Date,High,Low,Open,Close,Volume,Adj Close,Symbol
2020-03-02,134.44000244140625,127.94999694824219,130.75,134.3000030517578,8531400,134.3000030517578,IBM
2020-03-03,136.10000610351562,127.80000305175781,134.47999572753906,128.89999389648438,7896100,128.89999389648438,IBM
2020-03-04,134.27999877929688,129.0,131.5800018310547,134.22000122070312,4996400,134.22000122070312,IBM
2020-03-05,132.2899932861328,128.4499969482422,130.5,129.5500030517578,5446200,129.5500030517578,IBM
2020-03-06,128.3300018310547,124.5199966430664,126.69999694824219,127.7300033569336,8193300,127.7300033569336,IBM
2020-03-09,122.41000366210938,117.27999877929688,120.16000366210938,117.80999755859375,10757500,117.80999755859375,IBM
2020-03-10,124.87999725341797,115.76000213623047,122.77999877929688,124.7699966430664,11410700,124.7699966430664,IBM
2020-03-11,122.58000183105469,116.37999725341797,121.01000213623047,117.97000122070312,8446500,117.97000122070312,IBM
2020-03-12,109.80000305175781,102.27999877929688,109.6500015258789,102.80999755859375,12512700,102.80999755859375,IBM
2020-03-13,109.16000366210938,100.80999755859375,108.68000030517578,107.94999694824219,12502100,107.94999694824219,IBM
2020-03-16,107.41000366210938,95.0,98.0,99.08000183105469,10568000,99.08000183105469,IBM
2020-03-17,107.4000015258789,97.0999984741211,100.61000061035156,106.6500015258789,9258300,106.6500015258789,IBM
2020-03-18,106.93000030517578,99.4000015258789,99.41000366210938,103.55000305175781,8772500,103.55000305175781,IBM
2020-03-19,103.69000244140625,98.23999786376953,102.33000183105469,100.33999633789062,8396500,100.33999633789062,IBM
2020-03-20,100.98999786376953,94.70999908447266,100.91999816894531,95.38999938964844,10546500,95.38999938964844,IBM
2020-03-23,97.73999786376953,90.55999755859375,94.5999984741211,94.7699966430664,9729400,94.7699966430664,IBM
2020-03-24,106.04000091552734,99.26000213623047,99.98999786376953,105.4800033569336,7973900,105.4800033569336,IBM
2020-03-25,112.4800033569336,102.83000183105469,105.4800033569336,105.8499984741211,8654000,105.8499984741211,IBM
2020-03-26,113.1500015258789,105.56999969482422,106.91000366210938,112.88999938964844,7153500,112.88999938964844,IBM
2020-03-27,111.5,107.6500015258789,108.58000183105469,108.02999877929688,6423000,108.02999877929688,IBM
2020-03-30,113.45999908447266,107.80999755859375,108.08999633789062,112.93000030517578,5564500,112.93000030517578,IBM
2020-03-31,113.80999755859375,110.16999816894531,112.0,110.93000030517578,6343300,110.93000030517578,IBM
2020-04-01,109.91999816894531,104.5199966430664,106.36000061035156,105.13999938964844,6112900,105.13999938964844,IBM
2020-04-02,110.31999969482422,105.13999938964844,105.37000274658203,110.0,6328700,110.0,IBM
2020-04-03,110.06999969482422,104.91999816894531,108.91999816894531,106.33999633789062,4538800,106.33999633789062,IBM
2020-04-06,115.62999725341797,110.12999725341797,110.3499984741211,114.81999969482422,7034200,114.81999969482422,IBM
2020-04-07,119.56999969482422,114.87000274658203,118.80000305175781,114.94000244140625,5595300,114.94000244140625,IBM
2020-04-08,119.95999908447266,115.06999969482422,116.30999755859375,119.29000091552734,5158600,119.29000091552734,IBM
2020-04-09,122.91999816894531,120.16999816894531,120.4800033569336,121.5,5576800,121.5,IBM
2020-04-13,121.80000305175781,118.04000091552734,121.62999725341797,121.1500015258789,5119700,121.1500015258789,IBM
2020-04-14,125.18000030517578,122.62000274658203,123.45999908447266,123.91000366210938,5088700,123.91000366210938,IBM
2020-04-15,120.19000244140625,116.76000213623047,119.12000274658203,118.69000244140625,5637300,118.69000244140625,IBM
2020-04-16,119.75,114.41999816894531,119.01000213623047,115.7300033569336,6457600,115.7300033569336,IBM
2020-04-17,120.38999938964844,117.91999816894531,119.30000305175781,120.12000274658203,4966000,120.12000274658203,IBM
2020-04-20,122.86000061035156,118.13999938964844,119.1500015258789,120.41000366210938,8181700,120.41000366210938,IBM
2020-04-21,117.1500015258789,112.05999755859375,114.0,116.76000213623047,14349000,116.76000213623047,IBM
2020-04-22,120.33000183105469,117.55000305175781,119.87000274658203,119.30999755859375,7087900,119.30999755859375,IBM
2020-04-23,123.02999877929688,119.12000274658203,119.56999969482422,121.3499984741211,6881600,121.3499984741211,IBM
2020-04-24,125.0,120.76000213623047,122.41000366210938,124.72000122070312,4987300,124.72000122070312,IBM
2020-04-27,126.98999786376953,125.47000122070312,125.55999755859375,125.91999816894531,4923800,125.91999816894531,IBM
2020-04-28,128.1999969482422,125.37999725341797,128.02999877929688,126.2699966430664,4778100,126.2699966430664,IBM
2020-04-29,129.30999755859375,127.52999877929688,128.8800048828125,128.69000244140625,5257600,128.69000244140625,IBM
2020-04-30,127.2699966430664,125.22000122070312,126.5199966430664,125.55999755859375,6635800,125.55999755859375,IBM
